simplified	traditional	pinyin	eng	freq
驻	駐	zhu4	resident in/stationed in/located at/to station (troops)	18901
孔	孔	kong3	(surname)/hole	18890
宜	宜	yi2	proper/should/suitable/appropriate	18833
艾	艾	ai4	(surname)/Artemisia vulgaris/Chinese mugwort	18825
桥	橋	qiao2	bridge	18815
淡	淡	dan4	insipid/diluted/weak/light in color/tasteless/fresh/indifferent/nitrogen	18779
翼	翼	yi4	wing	18710
恨	恨	hen4	to hate	18702
繁	繁	fan2	complicated/many/in great numbers	18699
寒	寒	han2	cold/poor/to tremble	18684
伴	伴	ban4	a partner/companion or associate/to accompany/comrade	18678
叹	嘆	tan4	to sigh	18587
旦	旦	dan4	dawn/morning/day-break/day	18569
愈	愈	yu4	heal/the more...the more/to recover/better, heal	18540
潮	潮	chao2	tide/current/damp/moist/humid	18532
粮	糧	liang2	provisions	18528
缩	縮	suo1	to withdraw/to pull back/to contract/to shrink/to reduce	18495
罢	罷	ba4/ba	to stop/cease/dismiss/suspend/to quit/to finish, (final part.)	18492
聚	聚	ju4	form gathering/gather	18458
径	徑	jing4	path	18428
恰	恰	qia4	exactly/just	18420
挑	挑	tiao1/tiao3	carry on a pole/choose, incite	18417
袋	袋	dai4	a pouch/bag/sack/pocket	18381
灰	灰	hui1	gray/ash	18298
捕	捕	bu3	to catch/to seize/to capture/to catch	18236
徐	徐	xu2	slow/gentle/Xu (a surname)	18175
珍	珍	zhen1	precious thing/treasure	18144
幕	幕	mu4	stage curtain/tent	18138
映	映	ying4	reflect/shine	18102
裂	裂	lie4	crack/split	18093
泰	泰	tai4	safe/peaceful/most/Thai(land)/grand	18069
隔	隔	ge2	to separate/to stand or lie between/to divide/to cut off	18056
启	啓	qi3	to open/to start	18041
尖	尖	jian1	point (of needle)/sharp/shrewd/pointed	18036
忠	忠	zhong1	loyal	18021
累	累	lei2/lei3/lei4	cumbersome, accumulate, implicate/tired	18017
炎	炎	yan2	flame/inflammation/-itis	17971
暂	暫	zan4	temporarily	17968
估	估	gu1/gu4	estimate, old/second-hand (clothes)	17943
泛	泛	fan4	broad/vast/float/pan-, float/general/vague	17928
荒	荒	huang1	out of practice/uncultivated	17924
偿	償	chang2	to compensate/pay back/to recompense	17919
横	橫	heng2/heng4	horizontal/across/(horizontal character stroke), unruly	17912
拒	拒	ju4	to resist/to repel/to refuse	17892
瑞	瑞	rui4	lucky/auspicious/propitious/rayl (acoustical unit)	17869
忆	憶	yi4	remember	17829
孤	孤	gu1	lone/lonely	17817
鼻	鼻	bi2	nose	17773
闹	鬧	nao4	make noise or disturbance	17764
羊	羊	yang2	(surname)/sheep	17763
呆	呆	dai1	foolish/stupid/no expression/stay, stay/stupid	17746
厉	厲	li4	severe	17726
衡	衡	heng2	to weigh/weight/measure	17719
胞	胞	bao1	the placenta/womb	17702
零	零	ling2	remnant/zero	17675
穷	窮	qiong2	exhausted/poor	17672
舍	舍	she3/she4	give up/abandon, residence	17647
码	碼	ma3	a weight/number/yard/pile/stack	17626
赫	赫	he4	(surname)/awe-inspiring	17613
婆	婆	po2	grandmother/matron/mother-in-law	17603
魂	魂	hun2	soul	17535
灾	災	zai1	disaster/calamity	17531
洪	洪	hong2	flood	17526
腿	腿	tui3	leg	17509
胆	膽	dan3	the gall/the nerve/courage/guts/gall bladder	17486
津	津	jin1	Tianjin/ferry	17470
俗	俗	su2	vulgar	17463
辩	辯	bian4	dispute/debate/argue/discuss	17459
胸	胸	xiong1	chest/bosom/heart/mind/thorax	17392
晓	曉	xiao3	dawn/to know/to tell (sb sth)/dawn	17316
劲	勁	jin4/jing4	strength, stalwart/sturdy	17307
贫	貧	pin2	poor	17263
仁	仁	ren2	humane	17263
偶	偶	ou3	accidental/image/pair/mate	17246
辑	輯	ji2	gather up/collect/edit/compile	17169
邦	邦	bang1	a state/country or nation	17153
恢	恢	hui1	to restore/to recover/great	17123
赖	賴	lai4	disclaim/rely/to blame	17123
圈	圈	juan1/juan4/quan1	to confine/enclose, pen (pig)/a fold, circle/ring/loop	17115
摸	摸	mo1/mo2	feel with the hand/to touch/to stroke/to grope/to feel (one's pulse), imitate/copy	17067
仰	仰	yang3	look up	16940
润	潤	run4	smooth/moist	16922
堆	堆	dui1	a pile/a mass/heap/stack	16920
碰	碰	peng4	to touch/to meet with/to bump	16919
艇	艇	ting3	small boat	16868
稍	稍	shao1	somewhat/a little	16855
迟	遲	chi2	late/delayed/slow	16808
辆	輛	liang4	(a measure word for vehicles)	16767
废	廢	fei4	abolish/crippled	16754
净	淨	jing4	clean, clean/completely/only	16751
凶	兇	xiong1	fierce, fierce/terrible/ominous	16707
署	署	shu3	office/bureau	16641
壁	壁	bi4	wall/rampart	16588
御	御	yu4	defend/imperial/to drive, defend/resist	16586
奉	奉	feng4	to receive (from superior)/to offer/to revere	16453
旋	旋	xuan2/xuan4	revolve, lathe/specially for an occasion	16441
冬	冬	dong1	winter	16368
矿	礦	kuang4	ore/mine	16360
抬	抬	tai2	to lift/to raise/(of two or more persons) to carry	16315
蛋	蛋	dan4	egg/oval shaped	16305
晨	晨	chen2	morning/dawn/daybreak	16235
伏	伏	fu2	conceal (ambush)/prostrate/submit	16181
吹	吹	chui1	to blow/blast/puff/boast/brag/end in failure	16180
鸡	雞	ji1	fowl/chicken	16164
倍	倍	bei4	(two, three, etc) -fold/times (multiplier)/double/to increase or multiply	16102
糊	糊	hu2/hu4	muddled/paste/scorched, paste/cream	16098
秦	秦	qin2	(surname)/name of a dynasty	16088
盾	盾	dun4	shield	16080
杯	杯	bei1	cup/a measure word	16068
租	租	zu1	rent/taxes	16052
骑	騎	qi2	to ride (an animal or bike)/to sit astride	16037
乏	乏	fa2	short of/tired	16010
隆	隆	long1/long2	sound of drums, grand/intense/prosperous/start (a fire)	15979
诊	診	zhen3	examine or treat medically	15931
奴	奴	nu2	slave	15917
摄	攝	she4	assist/collect/absorb	15801
丧	喪	sang1/sang4	mourning/funeral, lose (by death)	15731
污	污	wu1	see 污, dirt/filth	15696
渡	渡	du4	to cross/to pass through/to ferry	15692
旗	旗	qi2	banner/flag	15665
甘	甘	gan1	(surname)/sweet	15654
耐	耐	nai4	to be unbearable/unable to endure	15629
凭	憑	ping2	lean against/proof/to rely on/to depend on/to be based on	15619
扎	扎	za1/zha1/zha2	to tie/to bind, tie with string or ribbon/bind with rope or cord/to stop, to prick/to run or stick (a needle, etc.) into, penetrating (as of cold)/struggle	15600
抢	搶	qiang1/qiang3	against wind, fight over/to rush/to scramble/to grab/to rob/to snatch	15596
绪	緒	xu4	beginnings/clues/mental state/thread	15571
粗	粗	cu1	coarse/rough/thick/unfinished/vulgar/rude/crude	15557
肩	肩	jian1	shoulder	15528
梁	梁	liang2	(surname)/beam of roof/bridge, beam of roof	15387
幻	幻	huan4	fantasy	15371
菲	菲	fei1	rich/luxurious/phenanthrene (chemical)/Philippines	15365
皆	皆	jie1	all/each and every/in all cases	15357
碎	碎	sui4	to break down/to break into pieces/fragmentary	15334
宙	宙	zhou4	universe	15331
叔	叔	shu1	uncle in direct address	15310
岩	巖	yan2	cliff/rock, cliff	15279
荡	蕩	dang4	a pond/pool/wash/squander/sweep away/move/shake/dissolute	15268
综	綜	zong1	to sum up	15258
爬	爬	pa2	crawl/climb	15255
荷	荷	he2/he4	lotus, peppermint/to carry burden	15249
悉	悉	xi1	in all cases/know	15234
蒂	蒂	di4	stem (of fruit)	15183
返	返	fan3	to return (to)	15179
井	井	jing3	warn/well	15158
壮	壯	zhuang4	to strengthen/strong/robust	15151
薄	薄	bo2/bo4/bao2	mean/slight/thin, thin/slight/meagre/small/ungenerous/unkind/mean/frivolous/despise/belittle/to approach/to go near/peppermint	15150
悄	悄	qiao3/qiao1	quiet/sad	15141
扫	掃	sao3/sao4	to sweep, broom	15140
敏	敏	min3	keen	15135
碍	礙	ai4	to hinder/to obstruct/to block	15121
殖	殖	zhi2	grow/reproduce	15118
详	詳	xiang2	detailed/comprehensive	15099
迪	迪	di2	direct/follow	15073
矛	矛	mao2	spear/lance/pike	15059
霍	霍	huo4	(surname)/cholera	15034
允	允	yun3	just/fair/to permit/to allow	15027
幅	幅	fu2	(measure word for textile or picture)/width/roll	15021
撒	撒	sa1/sa3	let go, to scatter	15003
剩	剩	sheng4	have as remainder	14996
凯	凱	kai3	triumphant/victorious	14990
颗	顆	ke1	(measure word for small spheres)	14987
骂	罵	ma4	scold/abuse	14976
赏	賞	shang3	enjoy the beauty of/give	14946
液	液	ye4	liquid/fluid	14940
番	番	fan1/pan1	(measure word for acts)/deeds/foreign, (surname)/place name	14927
箱	箱	xiang1	box/trunk/chest	14913
贴	貼	tie1	to stick/to paste/to keep close to/to fit snugly/subsidize/allowance	14888
漫	漫	man4	free/unrestrained/inundate	14869
酸	酸	suan1	sour/sore/ache/acid	14855
郎	郎	lang2	(surname)/a youth	14845
腰	腰	yao1	waist	14841
舒	舒	shu1	(surname)/relax	14833
眉	眉	mei2	eyebrow/upper margin	14763
忧	憂	you1	worried	14753
浮	浮	fu2	to float	14717
辛	辛	xin1	8th heavenly stem/tired	14713
恋	戀	lian4	feel attached to/long for/love	14674
餐	餐	can1	eat/meal	14641
吓	嚇	xia4	to frighten/to scare/to intimidate/to threaten	14620
挺	挺	ting3	be straight and stiff/rather (good)	14615
励	勵	li4	exhort	14512
辞	辭	ci2	bid farewell/diction/resign/say goodbye/take leave/decline	14439
艘	艘	sao1/sou1	measure word for warships (Taiwan pronunciation), measure word for boats and ships (mainland pronunciation)	14438
键	鍵	jian4	(door lock) key	14434
伍	伍	wu3	associate with/five/company	14425
峰	峯	feng1	peak/summit	14424
尺	尺	chi3	a Chinese foot (M)/one-third of a meter/a ruler/a note musical note on traditional Chinese scale	14422
昨	昨	zuo2	yesterday	14406
黎	黎	li2	(surname)/black/abbreviation for Lebanon	14389
辈	輩	bei4	contemporaries/generation/lifetime	14384
贯	貫	guan4	pierce/to string	14361
侦	偵	zhen1	to scout/to spy	14329
滑	滑	gu3/hua2	comical, comical/cunning/slippery/smooth	14303
券	券	quan4	deed/bond/contract/ticket	14293
崇	崇	chong2	high/dignified/lofty/to honor	14262
扰	擾	rao3	disturb	14252
宪	憲	xian4	statute/constitution	14251
绕	繞	rao4	go around/to wind (around)	14172
趋	趨	qu1	to hasten/to hurry/walk fast	14160
慈	慈	ci2	compassionate/gentle/merciful/kind/humane	14141
乔	喬	qiao2	tall	14107
阅	閱	yue4	peruse/review/to read	14067
汗	汗	han4	perspiration/sweat	14011
枝	枝	zhi1	branch/(a measure word)	13982
拖	拖	tuo1	dragging (brush stroke in painting)/to drag along	13973
墨	墨	mo4	China ink/ink stick	13959
胁	脅	xie2	side of body/threaten	13948
插	插	cha1	insert/stick in/pierce/to take part in/to interfere/to interpose	13938
箭	箭	jian4	arrow	13922
腊	臘	la4	preserved (meat), December/preserved (meat)	13892
粉	粉	fen3	dust/powder	13874
泥	泥	ni2/ni4	mud/paste/pulp, restrained	13874
氏	氏	shi4	clan name/maiden name	13868
彭	彭	peng2	(surname)	13866
拔	拔	ba2	pull up/pull out/select/promote	13865
骗	騙	pian4	to cheat/to swindle/to deceive/to fool	13854
凤	鳳	feng4	phoenix	13817
慧	慧	hui4	intelligent	13810
媒	媒	mei2	medium/intermediary/matchmaker/go-between	13802
佩	佩	pei4	to respect/wear (belt, etc.), girdle ornaments	13784
愤	憤	fen4	indignant/anger/resentment	13749
扑	撲	pu1	to rush at/to throw oneself on, rush on	13748
龄	齡	ling2	age	13733
驱	驅	qu1	to expel/to urge on/to drive/to run quickly	13692
惜	惜	xi1	pity, regret, rue, begrudge	13687
豪	豪	hao2	grand/heroic	13680
掩	掩	yan3	cover up/to surprise	13680
兼	兼	jian1	double/twice/simultaneous/holding two or more (official) posts at the same time	13656
跃	躍	yue4	to jump/to leap	13645
尸	屍	shi1	corpse	13609
肃	肅	su4	Gansu/respectful	13581
帕	帕	pa4	handkerchief	13566
驶	駛	shi3	hasten/proceed to/sail a vessel	13537
堡	堡	bao3/pu4	an earthwork/castle/position of defense/stronghold, character used in place names	13533
届	屆	jie4	arrive at (place or time)/period/to become due/measure words for events (e.g., meetings, elections)	13521
欣	欣	xin1	happy	13500
惠	惠	hui4	favor/kind act (from above)	13492
册	冊	ce4	book/a measure word for books/booklet	13462
储	儲	chu3	savings/to save/to deposit/to store/(a surname)	13408
飘	飄	piao1	to float	13357
桑	桑	sang1	mulberry tree	13328
闲	閒	xian2	to stay idle/to be unoccupied/not busy/leisure/enclosure	13316
惨	慘	can3	miserable/wretched/cruel/inhuman/seriously/badly/tragic	13314
洁	潔	jie2	clean	13261
踪	蹤	zong1	footprint/trace/tracks	13193
勃	勃	bo2	flourishing/prosperous/suddenly/abruptly	13183
宾	賓	bin1	visitor/guest	13149
频	頻	pin2	frequency/frequently/repetitious	13127
仇	仇	chou2/qiu2	hatred/animosity/enmity/a rival/an enemy/feud, (surname)/match/mate	13118
磨	磨	mo2/mo4	to sharpen/to delay/hardship/to grind/to rub, grindstone	13082
递	遞	di4	to hand over/to pass/to give	13012
邪	邪	xie2	demonical/iniquitous/nefarious	12952
撞	撞	zhuang4	to hit/to strike/to meet by accident/to run into/to bump against/to bump into	12894
拟	擬	ni3	plan to	12885
滚	滾	gun3	to boil/to roll	12863
奏	奏	zou4	present a memorial	12859
巡	巡	xun2	to patrol/to make one's rounds	12852
颜	顏	yan2	(surname)/color/countenance	12837
剂	劑	ji4	dose	12821
绩	績	ji1/ji4	merit/accomplishment	12789
贡	貢	gong4	tribute/gifts	12785
疯	瘋	feng1	insane/mad/wild	12771
坡	坡	po1	slope	12758
瞧	瞧	qiao2	look at	12745
截	截	jie2	a section/cut off (a length)	12718
燃	燃	ran2	burn/combustion	12708
焦	焦	jiao1	burnt/scorched/worried/anxious	12684
殿	殿	dian4	palace hall	12667
伪	僞	wei3	false/fake/forged/bogus	12654
柳	柳	liu3	willow/Liu (a surname)	12642
锁	鎖	suo3	to lock up/to lock	12638
逼	逼	bi1	close to/compel, force/compel/drive/press for/extort/press on towards/press up to/close in on/close	12623
颇	頗	po1	quite/rather/uneven/sloping	12605
昏	昏	hun1	muddle-headed/twilight/to faint/to lose consciousness	12600
劝	勸	quan4	to advise/to urge/to try to persuade/exhort	12587
呈	呈	cheng2	to assume (a form)/to submit/to petition/to show/to present/to offer	12567
搜	搜	sou1	to search	12537
勤	勤	qin2	diligent/frequent	12536
戒	戒	jie4	swear off/warn against	12510
驾	駕	jia4	to drive/to draw/to harness/to mount	12492
漂	漂	piao1/piao3/piao4	to float/to drift, to bleach, elegant/polished	12488
饮	飲	yin3	drink	12453
曹	曹	cao2	a company/a class/a generation/(a surname)	12443
朵	朵	duo3	M for flowers	12435
仔	仔	zi1/zi3/zai3	duty/responsibility, minutely/young	12428
柔	柔	rou2	soft	12389
俩	倆	lia3/liang3	(a numeral-measure word) two/both, craft/cunning	12340
孟	孟	meng4	first month/eldest brother/(surname)	12274
腐	腐	fu3	decay/rotten	12264
幼	幼	you4	young	12257
践	踐	jian4	fulfill (a promise)/tread/walk	12242
籍	籍	ji2	(surname)/record/register/native place	12205
牧	牧	mu4	shepherd	12193
凉	涼	liang2	cool/cold	12156
牲	牲	sheng1	domestic animal	12107
佳	佳	jia1	excellent	12061
娜	娜	nuo2/na4	elegant/graceful	12060
浓	濃	nong2	concentrated/dense	12016
芳	芳	fang1	fragrant	12015
稿	稿	gao3	manuscript/draft/stalk of grain	12012
竹	竹	zhu2	bamboo	12000
腹	腹	fu4	abdomen/stomach/belly	11974
跌	跌	die1	to drop/to fall/to tumble	11967
逻	邏	luo2	logic/patrol	11959
垂	垂	chui2	to hang (down)/droop/dangle/bend down/hand down/bequeath/nearly/almost/to approach	11949
遵	遵	zun1	to observe/to obey/to follow	11935
脉	脈	mai4	mountain range/pulse	11932
貌	貌	mao4	appearance	11921
柏	柏	bai3/bo4	(surname)/cedar/cypress, cypress/cedar	11902
狱	獄	yu4	prison	11886
猜	猜	cai1	to guess	11875
怜	憐	lian2	to pity	11848
惑	惑	huo4	confuse	11829
陶	陶	tao2	pottery, (surname)/pleased/pottery	11821
兽	獸	shou4	beast/quadruped	11820
帐	帳	zhang4	account/mosquito net/tent/curtain/debt/credit	11798
饰	飾	shi4	adorn/ornaments	11794
贷	貸	dai4	lend on interest/borrow/loan/make excuses/pardon/forgive	11793
昌	昌	chang1	prosperous/flourish	11787
叙	敘	xu4	narrate/abbreviation for Syria	11786
躺	躺	tang3	to recline/to lie down	11745
钢	鋼	gang1	steel	11738
沟	溝	gou1	ditch/gutter	11735
寄	寄	ji4	lodge at/to mail/to send/to entrust/to depend	11729
扶	扶	fu2	to support with hand/to help sb. up/to help	11659
铺	鋪	pu1/pu4	to spread, a store, a bed/a store	11654
邓	鄧	deng4	Deng (Xiaoping)	11651
寿	壽	shou4	(long) life	11646
惧	懼	ju4	to fear	11644
询	詢	xun2	inquire	11643
汤	湯	tang1	(surname)/soup	11620
盗	盜	dao4	steal/rob/plunder/a thief/bandit/robber	11595
肥	肥	fei2	loose-fitting/fat/fertile	11594
尝	嘗	chang2	indicator of past tense/to taste/flavor/already/ever/once/test/already/formerly, to taste	11557
匆	匆	cong1	hurried/hasty	11540
辉	輝	hui1	bright/glorious	11518
奈	奈	nai4	how can one help	11509
扣	扣	kou4	10 percent/button/detain, button	11505
廷	廷	ting2	palace courtyard	11499
澳	澳	ao4	Australia/deep bay/cove/bay/harbor/(abbrev) Macao	11475
嘛	嘛	ma	(a modal particle)	11474
董	董	dong3	(surname)/supervise/to direct/director	11450
迁	遷	qian1	to move/to shift	11433
凝	凝	ning2	congeal/concentrate attention	11409
慰	慰	wei4	reassure	11379
厌	厭	yan4	loathe	11376
脏	髒	zang1/zang4	dirty/filthy, viscera	11350
腾	騰	teng2	to soar/to gallop/to rise/to prance/to hover/to move out	11343
幽	幽	you1	quiet/secluded	11319
怨	怨	yuan4	blame/complain	11305
鞋	鞋	xie2	shoe	11288
丢	丟	diu1	to lose/to put aside/to throw	11285
埋	埋	mai2/man2	bury, to blame	11246
泉	泉	quan2	fountain/spring	11237
涌	湧	yong3	bubble up/rush forth	11228
辖	轄	xia2	have jurisdiction over	11213
躲	躲	duo3	avoid/get out of way/to hide/to go into hiding	11201
晋	晉	jin4	name of a dynasty	11192
紫	紫	zi3	purple	11172
艰	艱	jian1	difficult/hard/hardship	11164
魏	魏	wei4	(surname)/name of a dynasty	11161
吾	吾	wu2	I/my	11154
慌	慌	huang1	nervous	11149
祝	祝	zhu4	invoke/pray to/wish/to express good wishes	11144
邮	郵	you2	post (office)/mail	11137
吐	吐	tu3/tu4	to spit, vomit	11132
狠	狠	hen3	fierce/very	11116
鉴	鑑	jian4	example/mirror/to view/reflection/to reflect/to inspect/to warn/(ancient bronze mirror)	11090
曰	曰	yue1	to speak/to say	11075
械	械	xie4	tools	11060
咬	咬	yao3	bite/nip	11029
邻	鄰	lin2	neighbor/adjacent/close to	10996
赤	赤	chi4	red/scarlet/bare/naked	10981
挤	擠	ji3	crowded/to squeeze	10920
弯	彎	wan1	bend/bent	10917
椅	椅	yi3	chair	10917
陪	陪	pei2	to accompany/to keep sb. company	10908
割	割	ge1	cut off	10894
揭	揭	jie1	lift off (a cover)/divulge	10892
韦	韋	wei2	(surname)/soft leather	10882
悟	悟	wu4	comprehend	10876
聪	聰	cong1	quick at hearing/wise/clever/sharp-witted/intelligent/acute	10863
雾	霧	wu4	fog/mist	10856
锋	鋒	feng1	point or edge of a tool	10783
梯	梯	ti1	ladder	10738
猫	貓	mao1	cat/pussy	10724
祥	祥	xiang2	auspicious/propitious	10724
阔	闊	kuo4	rich/wide/broad	10722
誉	譽	yu4	reputation	10683
筹	籌	chou2	a tally/counter/ticket/plan/devise/manage	10671
丛	叢	cong2	cluster/collection/collection of books/thicket	10665
牵	牽	qian1	lead along	10641
鸣	鳴	ming2	to cry (of birds)	10636
沈	沈	chen2/shen3	sink, (surname)/place name	10628
