pinyin,hanzi,hsk,translation
qín jiǎn,勤俭,6,"hardworking and frugal,"
qín kěn,勤恳,6,"diligent and attentive, assiduous, sincere,"
qīng,氢,6,"hydrogen (chemistry),"
qīng ér yì jǔ,轻而易举,6,"easy, with no difficulty,"
qīng chè,清澈,6,"clear, limpid,"
qīng chén,清晨,6,"early morning,"
qīng chú,清除,6,"to eliminate, to get rid of,"
qīng jié,清洁,6,"clean,"
qīng lǐ,清理,6,"to clear up, to tidy up, to dispose of,"
qīng xī,清晰,6,"clear, distinct,"
qīng xǐng,清醒,6,"clear-headed, sober, awake,"
qīng zhēn,清真,6,"Islamic, Muslim, halal (of food), clean, pure,"
qīng tīng,倾听,6,"to listen attentively,"
qīng xiàng,倾向,6,"trend, tendency, orientation,"
qīng xié,倾斜,6,"to incline, to lean, to slant, to slope, to tilt,"
qíng lǎng,晴朗,6,"sunny and cloudless,"
qíng bào,情报,6,"(spy) intelligence, information-gathering,"
qíng jié,情节,6,"plot, circumstances,"
qíng lǐ,情理,6,"reason, sense,"
qíng xing,情形,6,"circumstances, situation, CL:個|个[gè],"
qǐng jiǎn,请柬,6,"invitation card, written invitation,"
qǐng jiào,请教,6,"to ask for guidance, to consult,"
qǐng shì,请示,6,"to ask for instructions,"
qǐng tiě,请帖,6,"invitation card, written invitation,"
qiū líng,丘陵,6,"hills,"
qū fēn,区分,6,"to differentiate, to find differing aspects,"
qū yù,区域,6,"area, region, district,"
qū fú,屈服,6,"to surrender, to yield,"
qū zhé,曲折,6,"complicated, winding,"
qū zhú,驱逐,6,"to expel, to deport, banishment,"
qú dào,渠道,6,"irrigation ditch, medium or channel of communication,"
qǔ dì,取缔,6,"to ban, to prohibit (publications, customs etc), to outlaw, to suppress (violators),"
qǔ zi,曲子,6,"poem for singing, tune, music, CL:支[zhī],"
qù wèi,趣味,6,"fun, interest, delight, taste, liking, preference,"
quān tào,圈套,6,"trap, snare, trick,"
quán jú,全局,6,"overall situation,"
quán lì yǐ fù,全力以赴,6,"to do at all costs, to make an all-out effort,"
quán héng,权衡,6,"to weigh, to consider, to assess, to balance, to trade-off,"
quán wēi,权威,6,"authority, authoritative, power and prestige,"
quán yì,权益,6,"rights and benefits,"
quán tou,拳头,6,"fist, clenched fist, CL:個|个[gè], competitive (product),"
quǎn,犬,6,"dog,"
quē kǒu,缺口,6,"nick, jag, gap, shortfall,"
quē xí,缺席,6,"absence, absent,"
quē xiàn,缺陷,6,"defect, flaw, physical defect,"
qué,瘸,6,"lame,"
què bǎo,确保,6,"to ensure, to guarantee,"
què lì,确立,6,"to establish, to institute,"
què qiè,确切,6,"definite, exact, precise,"
què xìn,确信,6,"to be convinced, to be sure, to firmly believe, to be positive that, definite news,"
qún zhòng,群众,6,"mass, multitude, the masses,"
rǎn,染,6,"to dye, to catch (a disease), to acquire (bad habits etc), to contaminate, to add colour washes to a painting,"
ràng bù,让步,6,"to concede, to give in, to yield, a concession,"
ráo shù,饶恕,6,"to forgive, to pardon, to spare,"
rǎo luàn,扰乱,6,"to disturb, to perturb, to harass,"
rě huò,惹祸,6,"stirring up trouble, to invite disaster,"
rè lèi yíng kuàng,热泪盈眶,6,"eyes brimming with tears of excitement (idiom), extremely moved,"
rè mén,热门,6,"popular, hot, in vogue,"
rén dào,人道,6,"human sympathy, humanitarianism, humane, the ""human way"", one of the stages in the cycle of reincarnation (Buddhism), sexual intercourse,"
rén gé,人格,6,"personality, integrity, dignity,"
rén gōng,人工,6,"artificial, manpower, manual work,"
rén jia,人家,6,"other people, sb else, he, she or they, I, me (referring to oneself as ""one"" or ""people""),"
rén jiān,人间,6,"the human world, the earth,"
rén shì,人士,6,"person, figure, public figure,"
rén wéi,人为,6,"artificial, man-made, having human cause or origin, human attempt or effort,"
rén xìng,人性,6,"human nature, humanity, human, the totality of human attributes,"
rén zhì,人质,6,"hostage,"
rén cí,仁慈,6,"benevolent, charitable, kind, kindly, kindness, merciful,"
rěn nài,忍耐,6,"to show restraint, to repress (anger etc), to exercise patience,"
rěn shòu,忍受,6,"to bear, to endure,"
rèn dìng,认定,6,"to maintain (that sth is true), to determine (a fact), determination (of an amount), of the firm opinion, to believe firmly, to set one's mind on, to identify with,"
rèn kě,认可,6,"to approve, approval, acknowledgment, OK,"
rèn mìng,任命,6,"to appoint and nominate, (job) appointment, CL:紙|纸[zhǐ],"
rèn xìng,任性,6,"willful, headstrong, uninhibited,"
rèn yì,任意,6,"arbitrary, at will, at random,"
rèn zhòng dào yuǎn,任重道远,6,"a heavy load and a long road, fig. to bear heavy responsibilities through a long struggle (cf Confucian Analects, 8.7),"
réng jiù,仍旧,6,"still (remaining), to remain (the same), yet,"
rì xīn yuè yì,日新月异,6,"daily renewal, monthly change (idiom); every day sees new developments, rapid progress,"
rì yì,日益,6,"day by day, more and more, increasingly, more and more with each passing day,"
róng qià,融洽,6,"harmonious, friendly relations, on good terms with one another,"
róng jiě,溶解,6,"to dissolve,"
róng mào,容貌,6,"one's appearance, one's aspect, looks, features,"
róng nà,容纳,6,"to hold, to contain, to accommodate, to tolerate (different opinions),"
róng qì,容器,6,"receptacle, vessel,"
róng rěn,容忍,6,"to put up with, to tolerate,"
róu,揉,6,"to knead, to massage, to rub,"
róu hé,柔和,6,"gentle, soft,"
ruò diǎn,弱点,6,"weak point, failing,"
ruò gān,若干,6,"a certain number or amount, how many?, how much?,"
sā huǎng,撒谎,6,"to tell lies,"
sāi,腮,6,"cheek,"
sān jiǎo,三角,6,"triangle,"
sǎn wén,散文,6,"prose, essay,"
sàn bù,散布,6,"to disseminate,"
sàn fā,散发,6,"to distribute, to emit, to issue,"
sàng shī,丧失,6,"to lose, to forfeit,"
sǎo zi,嫂子,6,"(informal) older brother's wife, sister-in-law, CL:個|个[gè],"
sè cǎi,色彩,6,"tint, coloring, coloration, character,"
shā chē,刹车,6,"to brake (when driving), to stop, to switch off, to check (bad habits), a brake,"
shá,啥,6,"dialectal equivalent of 什麼|什么[shén me],"
shāi xuǎn,筛选,6,"to filter,"
shān mài,山脉,6,"mountain range, CL:條|条[tiáo],"
shǎn shuò,闪烁,6,"flickering, twinkling, evasive, vague (of speech),"
shàn cháng,擅长,6,"to be good at, to be expert in,"
shàn zì,擅自,6,"without permission, of one's own initiative,"
shāng biāo,商标,6,"trademark, logo,"
shāng nǎo jīn,伤脑筋,6,"knotty, troublesome, bothersome,"
shàng jí,上级,6,"higher authorities, superiors, CL:個|个[gè],"
shàng jìn xīn,上进心,6,"motivation, ambition,"
shàng rèn,上任,6,"to take office,"
shàng yǐn,上瘾,6,"to get into a habit, to become addicted,"
shàng yóu,上游,6,"upper reaches (of a river), upper level, upper echelon, upstream,"
shāo,捎,6,"to bring sth to sb, to deliver,"
shāo,梢,6,"tip of branch,"
shào,哨,6,"a whistle, sentry,"
shē chǐ,奢侈,6,"luxurious, extravagant, wasteful,"
shè lì,设立,6,"to set up, to establish,"
shè xiǎng,设想,6,"to imagine, to assume, to envisage, tentative plan, to have consideration for,"
shè zhì,设置,6,"to set up, to install,"
shè qū,社区,6,"community,"
shè jí,涉及,6,"to involve, to touch upon (a topic),"
shè qǔ,摄取,6,"absorb (nutrition), take a photo,"
shè shì dù,摄氏度,6,"degrees centigrade,"
shēn ào,深奥,6,"profound, abstruse, recondite, profoundly,"
shēn chén,深沉,6,"deep, extreme, dull, low pitched (sound),"
shēn qíng hòu yì,深情厚谊,6,"deep friendship,"
shēn bào,申报,6,"to report (to the authorities), to declare (to customs),"
shēn shì,绅士,6,"gentleman,"
shēn yín,呻吟,6,"to moan, to groan,"
shén qí,神奇,6,"magical, mystical, miraculous,"
shén qì,神气,6,"expression, manner, spirited, vigorous,"
shén qíng,神情,6,"look, expression,"
shén sè,神色,6,"expression, look,"
shén shèng,神圣,6,"divine, hallow, holy, sacred,"
shén tài,神态,6,"appearance, manner, bearing, deportment, look, expression, mien,"
shén xiān,神仙,6,"Daoist immortal, supernatural entity, (in modern fiction) fairy, elf, leprechaun etc, fig. lighthearted person,"
shěn chá,审查,6,"to examine, to investigate, to censor out, censorship,"
shěn lǐ,审理,6,"to hear (a case),"
shěn měi,审美,6,"esthetics, appreciating the arts, taste,"
shěn pàn,审判,6,"a trial, to try sb,"
shèn tòu,渗透,6,"to permeate, to infiltrate, to pervade, osmosis,"
shèn zhòng,慎重,6,"cautious, careful, prudent,"
shēng cún,生存,6,"to exist, to survive,"
shēng jī,生机,6,"opportunity to live, to reprieve from death, life force, vitality,"
shēng lǐ,生理,6,"physiology,"
shēng shū,生疏,6,"unfamiliar, strange, out of practice, not accustomed,"
shēng tài,生态,6,"way of life, ecology,"
shēng wù,生物,6,"organism, living creature, life form, biological, CL:個|个[gè],"
shēng xiào,生效,6,"to take effect, to go into effect,"
shēng xiù,生锈,6,"to rust, to grow rusty, to corrode, oxidization,"
shēng yù,生育,6,"to bear, to give birth, to grow, to rear, to bring up (children),"
shēng chù,牲畜,6,"domesticated animals, livestock,"
shēng míng,声明,6,"statement, declaration, CL:項|项,份[fèn],"
shēng shì,声势,6,"fame and power, prestige, influence, impetus, momentum,"
shēng yù,声誉,6,"reputation, fame,"
shěng huì,省会,6,"provincial capital,"
shèng chǎn,盛产,6,"superabundant, to teem with, to produce in abundance, to abound in,"
shèng kāi,盛开,6,"blooming, in full flower,"
shèng qíng,盛情,6,"great kindness, magnificent hospitality,"
shèng xíng,盛行,6,"to be in vogue, to be prevalent,"
shèng fù,胜负,6,"victory or defeat, the outcome of a battle,"
shī wù,失误,6,"lapse, mistake, to make a mistake, fault, service fault (in volleyball, tennis etc),"
shī zōng,失踪,6,"to be missing, to disappear, unaccounted for,"
shī fàn,师范,6,"teacher-training, pedagogical, normal (school, e.g. Beijing Normal University),"
shī jiā,施加,6,"to exert (effort or pressure),"
shī zhǎn,施展,6,"to use fully, to put to use,"
shī tǐ,尸体,6,"dead body, corpse, carcass, CL:具[jù],"
shí,拾,6,"to pick up, to collate or arrange, ten (banker's anti-fraud numeral),"
shí zú,十足,6,"ample, complete, hundred percent, a pure shade (of some color),"
shí bié,识别,6,"to distinguish, to discern,"
shí chā,时差,6,"time difference, time lag, jet lag,"
shí cháng,时常,6,"often, frequently,"
shí ér,时而,6,"occasionally, from time to time,"
shí guāng,时光,6,"time, era, period of time,"
shí jī,时机,6,"fortunate timing, occasion, opportunity,"
shí shì,时事,6,"current trends, the present situation, how things are going,"
shí zhuāng,时装,6,"the latest fashion in clothes, fashionable,"
shí huì,实惠,6,"tangible benefit, material advantages, advantageous (deal), substantial (discount),"
shí lì,实力,6,"strength,"
shí shī,实施,6,"to implement, to carry out,"
shí shì qiú shì,实事求是,6,"to seek truth from facts (idiom), to be practical and realistic,"
shí zhì,实质,6,"substance, essence,"
shí yóu,石油,6,"oil, petroleum,"
shǐ mìng,使命,6,"mission (diplomatic or other), set task,"
shì fēi,是非,6,"right and wrong, quarrel,"
shì tú,试图,6,"to attempt, to try,"
shì yàn,试验,6,"experiment, test, experimental, CL:次,個|个[gè],"
shì bì,势必,6,"to be bound to, undoubtedly will,"
shì li,势力,6,"power, (ability to) influence,"
shì dài,世代,6,"generation, an era, accumulation of years, passing on from generation to generation,"
shì jiè guān,世界观,6,"worldview, world outlook, Weltanschauung,"
shì fàn,示范,6,"to demonstrate, to show how to do sth, demonstration, a model example,"
shì wēi,示威,6,"to demonstrate (as a protest), a demonstration, a military show of force,"
shì yì,示意,6,"to hint, to indicate (an idea to sb),"
shì fàng,释放,6,"to release, to set free, to liberate (a prisoner), to discharge,"
shì gù,事故,6,"accident, CL:樁|桩,起,次[cì],"
shì jì,事迹,6,"deed, past achievement, important event of the past,"
shì jiàn,事件,6,"event, happening, incident, CL:個|个[gè],"
shì tài,事态,6,"situation, existing state of affairs,"
shì wù,事务,6,"(political, economic etc) affairs, work,"
shì xiàng,事项,6,"matter, item,"
shì yè,事业,6,"undertaking, project, activity, (charitable, political or revolutionary) cause, publicly funded institution, enterprise or foundation, career, occupation, CL:個|个[gè],"
shì yí,适宜,6,"suitable, appropriate,"
shì lì,视力,6,"vision, eyesight,"
shì xiàn,视线,6,"line of sight,"
shì yě,视野,6,"field of view, horizon,"
shì shì,逝世,6,"to pass away, to die,"
shōu cáng,收藏,6,"to hoard, to collect, collection, to bookmark (internet),"
shōu suō,收缩,6,"to pull back, to shrink, to contract,"
shōu yì,收益,6,"earnings, profit,"
shōu yīn jī,收音机,6,"radio, CL:臺|台[tái],"
shǒu fǎ,手法,6,"technique, trick, skill,"
shǒu shì,手势,6,"gesture, sign, signal,"
shǒu yì,手艺,6,"craftmanship, workmanship, handicraft, trade,"
shǒu yào,首要,6,"the most important, of chief importance,"
shǒu hù,守护,6,"to guard, to protect,"
shòu zuì,受罪,6,"to endure, to suffer, hardships, torments, a hard time, a nuisance,"
shòu yǔ,授予,6,"to award, to confer,"
shū fǎ,书法,6,"calligraphy, handwriting, penmanship,"
shū jí,书籍,6,"books, works,"
shū ji,书记,6,"secretary, clerk, CL:個|个[gè],"
shū miàn,书面,6,"in writing, written,"
shū chàng,舒畅,6,"happy, entirely free from worry,"
shū hu,疏忽,6,"to neglect, to overlook, negligence, carelessness,"
shǔ,数,6,"to count, to enumerate, to criticize (i.e. enumerate shortcomings),"
shù,竖,6,"to erect, vertical, vertical stroke (in Chinese characters),"
shù,束,6,"to bind, bunch, bundle, classifier for bunches, bundles, beams of light etc, to control,"
shù fù,束缚,6,"to bind, to restrict, to tie, to commit, fetters,"
shù lì,树立,6,"to set up, to establish,"
shù é,数额,6,"amount, sum of money, fixed number,"
shù mù,数目,6,"amount, number,"
shuǎ,耍,6,"to play with, to wield, to act (cool etc), to display (a skill, one's temper etc),"
shuāi lǎo,衰老,6,"to age, to deteriorate with age, old and weak,"
shuāi tuì,衰退,6,"to decline, to fall, to drop, to falter, a decline, recession (in economics),"
shuài lǐng,率领,6,"to lead, to command, to head,"
shuàn,涮,6,"to rinse, to trick, to fool sb, to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table),"
shuāng bāo tāi,双胞胎,6,"twin, CL:對|对[duì],"
shuǎng kuai,爽快,6,"refreshed, rejuvenated, frank and straightforward,"
shuǐ lì,水利,6,"water conservancy, irrigation works,"
shuǐ lóng tóu,水龙头,6,"faucet, tap,"
shuǐ ní,水泥,6,"cement, CL:袋[dài],"
sī fǎ,司法,6,"judicial, (administration of) justice,"
sī lìng,司令,6,"commanding officer,"
sī niàn,思念,6,"to think of, to long for, to miss,"
sī suǒ,思索,6,"to think deeply, to ponder,"
sī wéi,思维,6,"(line of) thought, thinking,"
sī xù,思绪,6,"train of thought, emotional state, mood, feeling,"
sī zì,私自,6,"private, personal, secretly, without explicit approval,"
sī wén,斯文,6,"refined, educate, cultured, intellectual, polite, gentle,"
sǐ wáng,死亡,6,"to die, death,"
sì zhī,四肢,6,"the four limbs of the body,"
sì wú jì dàn,肆无忌惮,6,"absolutely unrestrained, unbridled, without the slightest scruple,"
sì yǎng,饲养,6,"to raise, to rear,"
sǒng,耸,6,"to excite, to raise up, to shrug, high, lofty, towering,"
sōu,艘,6,"classifier for ships, Taiwan pr. [sāo],"
sōu suǒ,搜索,6,"to search, to look for sth, to scour (search meticulously), to look sth up, internet search, database search,"
sū xǐng,苏醒,6,"to wake up, to regain consciousness,"
sú huà,俗话,6,"common saying, proverb,"
sù zào,塑造,6,"to model, to mould, plastic (arts), flexible, to portray (in sculpture or in words),"
sù shí,素食,6,"vegetables, vegetarian food,"
sù zhì,素质,6,"inner quality, basic essence, change over time,"
sù sòng,诉讼,6,"lawsuit,"
suàn le,算了,6,"let it be, let it pass, forget about it,"
suàn shù,算数,6,"to count numbers, to keep to one's word, to hold (i.e. to remain valid), to count (i.e. to be important),"
suí jí,随即,6,"immediately, presently, following which,"
