hanzi	freq	pinyin	eng
跏	162	jia1	sit cross-legged
鲶	162	nian2	sheat
矍	161	jue2	(surname)/glance fearfully
苌	161	chang2	carambola
琰	161	yan3	gem/glitter of gems
龆	161	tiao2	shed the milk teeth/young
臬	161	nie4	provincial judge
芄	160	wan2	Metaplexis stauntoni
雒	160	luo4	black horse with white mane/fearful
觞	160	shang1	feast/goblet
钒	159	fan2	vanadium
饫	159	yu4	full (as of eating)
阒	159	qu4	live alone/quiet
槎	159	cha2	a raft made of bamboo or wood/to fell trees/to hew
鸩	159	zhen4	poisonous/to poison
舂	159	chong1	to pound (grain)/beat
谠	158	dang3	advice/counsels
阡	158	qian1	road leading north and south
莒	158	ju3	(fibrous plant)
萸	158	yu2	cornelian cherry
妗	158	jin4	wife of mother's brother
稔	158	ren3	ripe grain
穰	158	rang2	(surname)/abundant/stalk of grain
蚧	158	jie4	horned toad
餍	158	yan4	eat to the full
谯	157	qiao2/qiao4	(surname)/drum tower, ridicule/to blame
芗	157	xiang1	(Fujian drama)
菸	157	yan1	cigarette/tobacco
葩	157	pa1	corolla of flower
厣	156	yan3	operculum
佻	156	tiao1	frivolous/unsteady/delay
饩	156	xi4	grain ration/sacrificial victim
钏	156	chuan4	an armlet/bracelet
蠓	156	meng3	grasshopper/midge/sandfly
黩	156	du2	blacken/constantly/to insult
倨	156	ju4	stubborn
缬	155	xie2	knot/tie a knot
殚	155	dan1	entirely/to exhaust
钿	155	dian4/tian2	gold inlaid work, gold inlaid work
鎏	155	liu2	bessemerizing of matte
恁	155	ren4/nin2	that, like this, thus, so, such
藿	155	huo4	Lophanthus rugosus/beans
囟	154	xin4	skull/top of head
鄣	154	zhang1	place name
婺	154	wu4	beautiful
瓯	154	ou1	bowl/cup
旃	154	zhan1	felt/silken banner
锶	154	si1	strontium
恹	153	yan1	contented/peaceful
逶	153	wei1	winding, curving/swagger
缦	153	man4	plain thin silk/slow/unadorned
鸹	153	gua1	the crow
螟	152	ming2	Heliothus armigera
菟	152	tu4/tu2	dodder/cuscuta
阗	152	tian2	fill up/rumbling sound
濉	152	sui1	name of a river
篑	152	kui4	basket for carrying soil
醪	152	lao2	wine or liquor with sediment
鲛	152	jiao1	shark
讦	152	jie2	accuse/pry
媪	152	ao3	old woman
邬	152	wu1	(surname)/ancient place name
殇	152	shang1	die prematurely
鄯	151	shan4	name of a district in Xinjiang
芡	151	qian4	Euryale ferox
嫠	151	li2	widow
峤	151	jiao4/qiao2	highest peak
掼	150	guan4	fling/smash
焖	150	men4	cook in a covered vessel
愆	150	qian1	fault/transgression
聩	150	kui4	born deaf/deaf
岘	150	xian4	steep hill
靛	149	dian4	indigo pigment
菖	149	chang1	calamus
姒	149	si4	(surname)/wife of older brother
杷	149	pa2	loquat
蚋	149	rui4	(mosquito)/Simulia lugubris/blackfly
笳	149	jia1	whistle made of reed
挈	149	qie4	pull out/take family along
踽	148	ju3	hunchbacked/walk alone
黾	148	min3/mian3	toad
侩	147	kuai4	broker
凫	147	fu2	mallard/Anas platyrhyncha
诔	147	lei3	eulogize the dead/eulogy
郯	147	tan2	(surname)/name of an ancient city
韪	147	wei3	correct/right
挲	147	suo1	feel/to fondle
笪	147	da2	(surname)/rough bamboo mat
鼋	147	yuan2	sea turtle
菅	146	jian1	(grass)/Themeda forsbali
嵊	146	sheng4	name of a district in Zhejiang
裢	146	lian2	pouch hung from belt
箸	146	zhu4	chopsticks
莴	145	wo1	(lettuce)/Lactuca sativa
莠	145	you3	Setaria viridis/vicious
阌	145	wen2	wen xiang, Henan province
圜	145	huan2/yuan2	circle/encircle, circle/round
涪	145	fu2	name of a river
柞	144	zuo4/zha4	oak/Quercus serrata
囵	144	lun2	complete
榧	144	fei3	Torreya nucifera
笾	144	bian1	basket for fruits
簟	144	dian4	fine woven grass mat
跎	144	tuo2	stumble
巽	144	xun4	a sign in the trigram/obey
曷	144	he2	why/how/when/what/where
逖	143	ti4	far
骓	143	zhui1	(surname)/piebald
枋	143	fang1	Santalum album
镒	143	yi4	abrasion/gold-20 taels in weight
魃	143	ba2	drought demon
餮	143	tie4	gluttonous
讵	143	ju4	how (interj. of surprise)
乜	142	mie1/nie4	squint
鄢	142	yan1	(surname)/name of a feudal state
瑭	142	tang2	(jade)
踅	142	chi4/xue2	walk with one leg, to walk around/turn back midway
蟛	141	peng2	(land-crab)/grapsus sp.
荛	141	rao2	fuel/grass
忪	140	zhong1/song1	restless/agitated
阍	140	hun1	door-keeper
纰	140	pi1	error/carelessness/spoiled silk
桉	140	an1	eucalyptus globulus
氪	140	ke4	krypton
氘	140	dao1	deuterium
汊	139	cha4	branching stream
娉	139	ping1	graceful
纡	139	yu1	(surname)/cord/twist
缟	139	gao3	plain white silk
堋	138	peng2	target in archery
蔺	138	lin4	juncus effusus
庥	138	xiu1	protection/shade
枥	138	li4	stable
鹕	138	hu2	pelican
笮	138	ze2	board under tiles on roof/narrow
魍	138	wang3	elf/sprite
缁	138	zi1	Buddhists/black silk/dark
槊	138	shuo4	long lance
跞	138	li4	move/walk
醚	137	mi2	ether
吒	137	zha4	upbraid
枳	137	zhi3	(orange)/hedge thorn
搿	137	ge2	to hug
鹧	137	zhe4	partridge/Francolinus chinensis
蜍	137	chu2	Bufo vulgaris/toad
舻	137	lu2	bow of ship
禳	137	rang2	sacrifice for avoiding calamity
蒺	136	ji2	Tribulus terrestris
钹	136	bo2	cymbals
蜢	136	meng3	grasshopper
鬻	136	yu4	vend
珩	136	heng2	top gem of pendant from girdle
卮	135	zhi1	goblet
垭	135	ya4/ya1	character used in place names
苕	135	tiao2	Teocoma grandiflora
菀	135	wan3	luxuriance of growth
骠	135	piao4/biao1	white horse
袷	135	jia2	lined
跹	135	xian1	manner of dancing/walk around
磬	134	qing4	musical stone
缶	134	fou3	pottery
笸	134	po3	flat basket-tray
鸷	134	zhi4	birds of prey
芰	133	ji4	Trapa natans/water caltrop
蕲	133	qi2	(herb)/implore/pray/place name
纨	133	wan2	white/white silk
琮	133	cong2	(surname)/octagonal jade badge
砩	133	fei4/fu2	dam up water with rocks, name of a stone
蠲	133	juan1	bright/glow-worm/remit taxes
锒	133	lang2	chain/ornament
郓	133	yun4	place name
妯	132	zhou2	wives of brothers
驷	132	si4	team of 4 horses
鹩	132	liao2	eastern wren
舢	132	shan1	sampan
趸	132	dun3	wholesale
芫	131	yuan2	daphne genkwa
嗉	131	su4	crop (of bird), crop of a bird/fat
蠊	131	lian2	cockroach
笊	131	zhao4	loosely woven bamboo ladle
莸	130	you2	Caryopteris divaricata
饴	130	yi2	syrup
阃	130	kun3	door to women's room/threshold
枇	130	pi2	loquat
焱	130	yan4	flames
铆	129	mao3	riveting
擤	129	xing3	blow nose
柢	129	di3	foundation/root
醢	129	hai3	minced meat/pickled meat
溆	128	xu4	name of a river
潴	128	zhu1	pool/pond
牖	128	you3	enlighten/lattice window
碓	128	dui4	pestle/pound with a pestle
鹆	128	yu4	mynah
鬣	128	lie4	bristles/mane
堀	128	ku1	cave/hole
帙	128	zhi4	(surname)/book cover
獐	127	zhang1	river deer/roebuck
桁	127	heng2	pole plate/purlin/ridge-pole
蛱	127	jia2	butterfly
鳏	127	guan1	widower
郴	127	chen1	name of a district in Hunan
幂	127	mi4	power (math.term)
箝	127	qian2	pliers/pincers/to clamp
僳	127	su4	Lisu (ethnic group)
疝	127	shan4	hernia
茴	126	hui2	fennel
揶	126	ye2	gesticulate/play antics
呦	126	you1	bleating of the deer
囹	126	ling2	prison
螈	126	yuan2	salamander/newt/Diemyelilus pyrogaster
镊	125	nie4	forceps/to nip
锑	125	ti1	antimony
膈	125	ge2	diaphragm
痼	125	gu4	obstinate disease
赅	125	gai1	(surname)/include in/prepare
贽	125	zhi4	gifts to superiors
苤	124	pie3	Brassica campestris subsp. rapa
峄	124	yi4	name of hills in Shandong
雎	124	ju1	(fish hawk)/osprey
鲋	124	fu4	silver carp
鼬	124	you4	weasel, mustela itatis
獯	123	xun1	name of a tribe
昀	123	yun2	sun light/used in personal name
痍	123	yi2	bruise/sores
蟊	123	mao2	Spanish fly/grain-eating grub
疖	123	jie2/jie1	pimple, sore, boil
羸	122	lei2	entangled/lean
栀	122	zhi1	gardenia
槲	122	hu2	oak/Quercus dentata
炷	122	zhu4	candlewick/incense stick
鹂	122	li2	Chinese oriole
裾	122	ju1	garment
侪	122	chai2	a class/a company/companion
珐	121	fa4	enamel ware/cloisonne ware
哔	121	bi4	beiges/serge
屙	121	e1	defecate
旆	121	pei4	pennant/streamer
佰	121	bai3	(complicated form of) hundred (used to avoid fraud)
僦	121	jiu4	hire/to rent
牯	121	gu3	bullock/cow
钪	121	kang4	scandium
掾	121	yuan4	official
仟	120	qian1	thousand
圮	120	pi3	destroyed/injure
芟	120	shan1	cut down/mow/scythe
崃	120	lai2	name of a mountain in Sichuan
廪	120	lin3	government granary
擘	120	bo4	thumb/break/tear/pierce/split/to analyze
笱	120	gou3	basket for trapping fish
跗	120	fu1	instep/tarsus
硷	119	jian3	base (chem.)/soda/alkali
苎	119	zhu4	Boehmeria nivea
匏	119	pao2	bottle gourd/Lagenaria vulgaris
嗾	119	sou3	to urge on/incite
圄	119	yu3	imprison
彀	119	gou4	enough
卣	118	you3	wine container
掴	118	guo2	to slap
涑	118	su4	name of a river
玳	118	dai4	tortoise shell/turtle
愍	118	min3	pity/sympathize
畛	118	zhen3	border/boundary/field-path
赧	118	nan3	blush
貉	117	hao2/he2/mo4	badger-like animal, badger-like animal, name of a wild tribe/silent
湫	117	jiao3/qiu1	marsh
逦	117	li3	winding
椴	117	duan4	Hibiscus syriacus
铄	117	shuo4	bright/melt/fuse (metal)
箧	117	qie4	portfolio/trunk
刖	117	yue4	cut off the feet as punishment
鲮	117	ling2	pangolin/Manis pentadactylata
訇	116	hong1	(surname)/sound of a crash
茱	116	zhu1	cornelian cherry
啖	116	dan4	eat/taste/entice (with a bait)
悭	116	qian1	stingy
愀	116	qiao3	change countenance/worry
朐	116	qu2	(surname)
畈	116	fan4	field/farm
佶	115	ji2	difficult to pronounce
缃	115	xiang1	light yellow color
晟	115	sheng4	brightness of sun/splendor
苴	115	ju1	(hemp)/(surname)/sack cloth
颛	115	zhuan1	(surname)/good/simple
厍	114	she4	(surname)
匚	114	fang1/qu1	box/basket
徉	114	yang2	walk back and forth
洙	114	zhu1	(surname)/name of a river
氡	114	dong1	radon
胗	114	zhen1	gizzard
锆	114	gao4	zirconium
佤	114	wa3	Kawa
勰	113	xie2	harmonious
钺	113	yue4	battle-axe
繇	113	yao2/you2/zhou4	folk-song/forced labor, cause/means, interpretations of the trigrams
螭	113	chi1	hornless dragon
嵬	112	wei2	rocky
轸	112	zhen3	d (11th)/strongly (as of emotion)
肫	112	zhun1	gizzard
瘿	112	ying3	goiter/knob on tree
仞	111	ren4	(measure)
奁	111	lian2	bridal trousseau
宄	111	gui3	traitor
轳	111	lu2	windlass
熳	111	man4	to spread
睇	111	di4	look down upon
钼	111	mu4	molybdenum
蝼	111	lou2	mole-cricket/Gryllotalpa africona
跆	111	tai2	trample
樗	111	chu1	simarubaceae
鲰	111	zou1	(surname)/minnows/small fish
薜	110	bi4	Ficus pumila
铧	110	hua2	ploughshare/spade
榇	110	chen4	Sterculia plantanifolia/coffin
怄	109	ou4	annoyed
寤	109	wu4	awake from sleep
缗	109	min2	cord/fishing-line/string of coins
硗	109	qiao1	stony soil
碡	109	du2/zhou2	stone roller
矬	109	cuo2	short/dwarfish
鸱	109	chi1	scops owl
虺	109	hui1/hui3	sick/with no ambition, poisonous snakes
糅	109	rou2	mix
雠	109	chou2	enmity/feud
帑	109	tang3	treasury
镧	109	lan2	lanthanum
埙	108	xun1	ancient porcelain wind-instrument
啁	108	zhou1	twittering of birds
悒	108	yi4	anxiety/worry
犍	108	jian1	bullock
锩	108	juan4/juan3	to bend iron
虿	108	chai4	(scorpion)/an insect
蛑	108	mou2	marine crab
筮	107	shi4	divine by stalk
糁	107	san3/shen1	to mix (of powders)
鼍	107	tuo2	large water lizard
肄	107	yi4	descendants/distress/practice
籴	106	di2	buy up (grain)
骜	106	ao4	a noble steed/untamed
砻	106	long2	grind/mill
蜮	106	yu4	mythical creature/toad/worm
龀	106	chen4	replace the milk teeth
劢	106	mai4	put forth effort
耪	105	pang3	to weed
鬯	105	chang4	sacrificial spirit
畚	105	ben3	a basket or pan used for earth/manure etc
觳	105	hu2	(measure)/frightened
稞	105	ke1	(wheat)
鹁	105	bo2	woodpidgeon
鲲	105	kun1	sea-monster/young of fishes
捌	104	ba1	complicated form of the numeral eight/split
菔	104	fu2	turnip
獬	104	xie4	(mythical animal)
柘	104	zhe4	Cudrania triloba
娆	104	rao2/rao3	graceful, disturbance
篪	104	chi2	bamboo flute with 8 holes
谰	103	lan2	make a false charge
伥	103	chang1	groping/rash/reckless
谇	103	sui4	abuse
鄄	103	juan4	name of a district in Shandong
狎	103	xia2	be intimate with
闫	103	yan2	(surname)
滟	103	yan4	tossing of billows
齑	103	ji1	fragment/spices
遒	103	qiu2	consolidate/end/strong
磔	103	zhe2	tearing off limbs as punishment
聃	103	dan1	ears without rim
綦	103	qi2	dark gray/superlative/variegated
泠	102	ling2	(surname)/sound of water flowing
砗	102	che1	Tridacna gigas
钕	102	nu:3/nv3	neodymium
镫	102	deng4	stirrup
胂	101	shen4	arsine
螯	101	ao2	nippers/claw (of crab)/chela/pincers/Astacus fluviatilis
鲠	101	geng3	blunt/fish bones/unyielding
佥	101	qian1	all
罘	101	fu2	place name
嶝	101	deng4	path leading up a mountain
坨	100	tuo2	lump/spherical substance
哞	100	mou1	moo (sound made by cow)
徜	100	chang2	sit cross-legged/walk back and forth
慊	100	qian4/qie4	dissatisfied, contented
渑	100	sheng2/mian3	name of a river in Shandong
灞	100	ba4	name of a river
盍	100	he2	why not
钋	100	po1	polonium
鸫	100	dong1	thrush/Tardus fuscatus
踯	100	zhi2	hesitating/to stop
縻	100	mi2	tie up
褫	100	chi3	strip/deprive of/to discharge/dismiss/undress
羰	100	tang1	carbonyl (radical)
俅	99	qiu2	ornamental cap
芤	99	kou1	hollow/scallion stalk
隳	99	hui1	destroy/overthrow
洮	99	tao2	cleanse/name of a river
胼	99	pian2	callous on hand or foot
罴	99	pi2	(bear)
镛	99	yong1	large bell
怛	99	da2	distressed/alarmed/shocked/grieved
芊	98	qian1	green/luxuriant growth
噌	98	ceng1/cheng1	to scold/whoosh!, sound of bells, etc
嫱	98	qiang2	female court officials
绲	98	gun3	cord/embroidered sash/sew
膻	98	shan1	rank odor (of sheep or goats)
亓	97	qi2	(surname)/his/her/its/their
蘅	97	heng2	Asarum blumei
缒	97	zhui4	let down with a rope
镆	97	mo4	sword
伧	96	cang1	low fellow/rustic/rude/rough
荏	96	ren3	Perilla ocimoides/soft
唳	96	li4	cry of a crane or wild goose
檩	96	lin3	cross-beam/ridge-pole
鸶	96	si1	heron
蚬	96	xian3	Cyclina orientalis
骱	96	xie4/jie4	joint of bones
澍	96	shu4	moisture/timely rain
韫	96	yun4	contain
嘏	95	gu3/jia3	good fortune/longevity, far/grand
怙	95	hu4	presume
羧	95	suo1	(chem.) carboxyl (radical)
鼙	95	pi2	drum carried on horseback
倥	94	kong1/kong3	ignorant/blank-minded, urgent/pressed
亳	94	bo2	name of district in Anhui/capital of Yin
荠	94	ji4/qi2	Capsella bursa pastoris, water chestnut
昴	94	mao3	the Pleiades
舨	94	ban3	sampan
魈	94	xiao1	elf
醣	94	tang2	carbohydrate
枵	94	xiao1	empty/hollow of a tree
珲	93	hun2/hui1	(fine jade)
杓	93	biao1/shao2	(star), ladle
楸	93	qiu1	Catalpa/Mallotus japonicus
楦	93	xuan4	block (hat)/stretch (shoe)
蛏	93	cheng1	mussel/razor clam/Solecurtus constricta
蠛	93	mie4	minute flies
髌	93	bin4	kneecap
茔	93	ying2	a grave
诼	92	zhuo2	complain
嬖	92	bi4	(treat as a) favorite
耒	92	lei3	plough
蜣	92	qiang1	dung beetle
笄	92	ji1	15 years old/hairpin for bun
跣	92	xian3	barefooted
钣	92	ban3	metal plate/sheet of metal
戆	91	zhuang4/gang4	simple/stupid
蜉	91	fu2	(dragon fly)/(large ant)/(wasp)
喾	91	ku4	name of an emperor
铍	91	pi2	beryllium
陉	90	xing2	border the stove/defile/pass
薹	90	tai2	Carex dispalatha
岵	90	hu4	wooded hill
瓴	90	ling2	concave channels of tiling
荽	89	sui1	coriander
怫	89	fei4/fu2	anger, anxious
钭	89	tou3	a wine flagon
窀	89	zhun1	grave
缯	89	zeng1/zeng4	(surname)/silk fabrics, to tie/to bind
倬	88	zhuo1	noticeable, large/clear, distin
摭	88	zhi2	pick up/to select
帔	88	pei4	cape
楝	88	lian4	Melia japonica
痱	88	fei4	prickly heat
蚶	88	han1	small clam/arca inflata
螬	88	cao2	larva of Mimela lucidula
髑	88	du2	skull
狷	87	juan4	timid/cautious
殛	87	ji2	put to death
裉	87	ken4	s seam in a garment
萋	87	qi1	Celosia argentea/luxuriant
葭	87	jia1	reed/Phragmites communis
衽	87	ren4	overlapping part of Chinese gown
鳢	87	li3	snakefish
傧	86	bin1	best man/entertain
喁	86	yong2	breathing (of fish)
嫘	86	lei2	(surname)
罟	86	gu3	implicate/net for birds or fish
钌	86	liao3	ruthenium
愦	86	kui4	confused/troubled
锗	85	zhe3	germanium
衿	85	jin1	overlapping part of Chinese gown
粢	85	zi1	common millet
醵	85	ju4	contribute to a feast
跫	85	qiong2	sound of trampling
廛	85	chan2	market place
墉	85	yong1	fortified wall
扦	84	qian1	graft (tree)/stick in
堇	84	jin3	yellow loam/clay/season/few
婧	84	jing4	modest/supple
暌	84	kui2	in opposition to/separated from
镞	84	zu2	arrowhead/sharp
蹰	84	chu2	irresolute/undecided
陟	84	zhi4	advance/ascend
鳔	84	biao4	air bladder of fish
岿	83	kui1	high and mighty (of mountain)/hilly
侔	83	mou2	similar/comparable/equal
郾	83	yan3	place name
麸	83	fu1	bran
薨	83	hong1	death of a prince/swarming
滁	82	chu2	name of a river
偾	82	fen4	instigate/ruin/destroy
拊	82	fu3	pat
撺	82	cuan1	rush/stir up/throw/fling/hurry/rage
呒	82	fu3/mu2	unclear/an expletive
狯	82	kuai4	crafty/cunning
猢	82	hu2	(monkey)
椁	82	guo3	outer coffin
榱	82	cui1	small rafter
罾	82	zeng1	large square net
铳	82	chong4	a gun/a pistol
裎	82	cheng2	take off clothes
璎	82	ying1	necklace
崞	81	guo1	name of a mountain
缇	81	ti2	orange red silk
蝣	81	you2	Ephemera strigata
萑	80	huan2	(reeds)
狲	80	sun1	(monkey)
缱	80	qian3	attached to/loving
晷	80	gui3	sundial
冼	80	xian3	(surname)
痧	80	sha1	cholera
蕖	79	qu2	lotus
锛	79	ben1	adz/adze
窨	79	xun1/yin4	to scent tea with flowers, cellar
帏	79	wei2	curtain/women's apartment/tent
儋	79	dan1	carry
绨	79	ti2	coarse greenish black pongee
疠	79	li4	sore caused by varnish poisoning
蘩	78	fan2	Artemisia stellariana
嵝	78	lou3	mountain peak
庀	78	pi3	prepare
汜	78	si4	stream which returns after branching
炅	78	gui4	(surname)
瓠	78	hu4	gourd
窳	78	yu3	bad/useless/weak
虮	78	ji3	nymph of louse
蚰	78	you2	house centipede
邰	78	tai2	(surname)/name of a feudal state
砀	77	dang4	stone with color veins
捩	77	lie4	tear/twist
蹉	77	cuo1	error/slip/miss/err
莪	77	e2	zedoary
螽	77	zhong1	(grasshopper)/Gompsocleis mikado
蘼	76	mi2	millet
槔	76	gao1	water pulley
曛	76	xun1	twilight/sunset
鹾	76	cuo2	brine/salt
隹	76	zhui1	short-tailed bird
犸	76	ma3	mammoth
衄	76	nu:4/nv4	bleed at the nose/check in battle
銎	75	qiong1/qiong2	eye of an axe
泫	75	xuan4	weep
玢	75	fen1/bin1	porphyrites
辊	75	gun3	revolve/stone roller
墀	75	chi2	courtyard
酐	75	gan1	anhydride
堞	74	die2	battlements
猗	74	yi1	(interj.)
逑	74	qiu2	collect/to match
逯	74	lu4	(surname)/go carefully
硖	74	xia2	place name
嵛	74	yu2	county in shandong province
畀	74	bi4	confer on/give to
偬	73	zong3	busy/hurried/despondent
鄞	73	yin2	name of a district in Zhejiang
呖	73	li4	sound of splitting/cracking
溧	73	li4	name of a river
嬲	73	niao3	tease/disturb
肭	73	na4	castor
鹈	73	ti2	pelican
窭	73	ju4	poor/rustic
黧	73	li2	dark/sallow color
谵	73	zhan1	incoherent talk/talkative
嫒	73	ai4	your daughter (hon.)
缣	73	jian1	thick waterproof silk
酃	72	ling2	name of a district in Hunan
喱	72	li2	grain weight
泔	72	gan1	slop from rinsing rice
溘	72	ke4	suddenly
秫	72	shu2	Panicum italicum
铋	72	bi4	bismuth
蒌	72	lou2	Arthemisia vulgaris/piper betle
曩	72	nang3	in former times
赀	72	zi1	fine instead of punishment/property
箪	72	dan1	round basket for cooked rice
朊	72	ruan3	protein
芑	71	qi3	Panicum miliaceum
胙	71	zuo4	confer upon/sacrificial flesh
盱	71	xu1	(surname)/anxious/stare
挹	71	yi4	give up/ladle out/pour out
捭	71	bai3/bai4	spread out/to open, weed
悱	71	fei3	want but cannot speak
鬟	71	huan2	a knot of hair on top of head
崤	70	yao2/xiao2	mountain in Henan
澶	70	chan2	still (as of water)/still water
甾	70	zai1	steroid nucleus
欹	70	yi1	interjection
瞽	70	gu3	blind
钇	70	yi3	yttrium
鹪	70	jiao1	eastern wren
缡	70	li2	bridal veil or kerchief
铯	70	se4	cesium
鲚	70	ji4	Coilia nasus
嘬	69	chuai4/zuo1	to gnaw/eat ravenously, suck
庹	69	tuo3	length of 2 outstretched arms
渖	69	shen3	place name/pour
湔	69	jian1	cleanse/name of a river
玎	69	ding1	jingling/tinkling
锊	69	lue4	(ancient unit of weight)
阊	69	chang1	gate of heaven/gate of palace
猊	69	ni2	(mythical animal)/lion
燹	69	xian3	conflagration
葑	68	feng1	turnip
蓼	68	liao3/lu4	polygonum/smartweed, luxuriant growth
幛	68	zhang4	hanging scroll
岣	68	gou3	name of a hill in Hunan
浼	68	mei3	ask a favor of
瑷	68	ai4	jasper/precious stone
钔	68	men2	mendelevium
钫	68	fang1	francium
锼	68	sou1	to engrave (metal of wood)
褊	68	bian3	narrow/urgent
篦	68	bi4	fine-toothed comb/to comb
麇	68	jun1	hornless deer
钯	68	ba3	palladium
铒	68	er3	erbium
莩	67	fu2/piao3	pellicle of culms, die of starvation
嵯	67	cuo2	lofty (as of mountain)
